自增ID,租户ID,资产ID,智能耳标编号,记录日期,记录人,资产月龄,资产体重,创建人,创建人名称,创建人部门id,创建时间,修改人,修改人名称,修改时间,状态（0预留）
1361,4,3559,2210000315,2024-04-15,付勇斌,11.0,375.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1362,4,3560,2210000316,2024-04-15,付勇斌,11.0,235.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1363,4,3561,2210000313,2024-04-15,付勇斌,11.0,320.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1364,4,3562,2210000314,2024-04-15,付勇斌,11.0,327.0,17,付勇斌,6,2024-04-15 11:44:02,,,,0
1365,4,3563,2210000399,2024-04-15,付勇斌,11.0,380.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1366,4,3564,2210000278,2024-04-15,付勇斌,11.0,550.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1367,4,3565,2210000311,2024-04-15,付勇斌,11.0,348.0,17,付勇斌,6,2024-04-15 11:44:02,,,,0
1368,4,3566,2210000279,2024-04-15,付勇斌,11.0,500.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1369,4,3567,2210000312,2024-04-15,付勇斌,11.0,290.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1370,4,3568,2210000397,2024-04-15,付勇斌,11.0,365.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1371,4,3569,2210000276,2024-04-15,付勇斌,11.0,490.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1372,4,3570,2210000277,2024-04-15,付勇斌,11.0,500.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1373,4,3571,2210000310,2024-04-15,付勇斌,11.0,280.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1374,4,3572,2210000296,2024-04-15,付勇斌,11.0,430.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1375,4,3573,2210000297,2024-04-15,付勇斌,11.0,450.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1376,4,3574,2210000330,2024-04-15,付勇斌,11.0,350.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1377,4,3575,2210000294,2024-04-15,付勇斌,11.0,365.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1378,4,3576,2210000218,2024-04-15,付勇斌,11.0,280.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1379,4,3577,2210000292,2024-04-15,付勇斌,11.0,490.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1380,4,3578,2210000293,2024-04-15,付勇斌,11.0,525.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1381,4,3579,2210000290,2024-04-15,付勇斌,11.0,365.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1382,4,3580,2210000291,2024-04-15,付勇斌,11.0,450.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1383,4,3581,2210000209,2024-04-15,付勇斌,11.0,300.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1384,4,3582,2210000207,2024-04-15,付勇斌,11.0,360.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1385,4,3583,2210000208,2024-04-15,付勇斌,11.0,525.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1386,4,3584,2210000329,2024-04-15,付勇斌,11.0,355.0,17,付勇斌,6,2024-04-15 11:44:02,,,,0
1387,4,3585,2210000181,2024-04-15,付勇斌,11.0,355.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1388,4,3586,2210000326,2024-04-15,付勇斌,11.0,300.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1389,4,3587,2210000327,2024-04-15,付勇斌,11.0,330.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1390,4,3588,2210000206,2024-04-15,付勇斌,11.0,460.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1391,4,3589,2210000324,2024-04-15,付勇斌,11.0,275.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1392,4,3590,2210000203,2024-04-15,付勇斌,11.0,300.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1393,4,3591,2210000325,2024-04-15,付勇斌,11.0,250.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1394,4,3592,2210000204,2024-04-15,付勇斌,11.0,365.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1395,4,3593,2210000289,2024-04-15,付勇斌,11.0,500.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1396,4,3594,2210000201,2024-04-15,付勇斌,11.0,305.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1397,4,3595,2210000322,2024-04-15,付勇斌,11.0,200.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1398,4,3596,2210000323,2024-04-15,付勇斌,11.0,350.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1399,4,3597,2210000287,2024-04-15,付勇斌,11.0,405.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1400,4,3667,2210000252,2024-04-15,付勇斌,14.0,500.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1401,4,3668,2210000373,2024-04-15,付勇斌,14.0,440.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1402,4,3669,2210000374,2024-04-15,付勇斌,14.0,425.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1403,4,3670,2210000253,2024-04-15,付勇斌,14.0,490.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1404,4,3671,2210000250,2024-04-15,付勇斌,14.0,325.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1405,4,3672,2210000251,2024-04-15,付勇斌,14.0,500.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1406,4,3673,2210000372,2024-04-15,付勇斌,14.0,490.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1407,4,3674,e2806894200040243a32b896,2024-04-15,付勇斌,14.0,530.0,17,付勇斌,6,2024-04-15 11:44:02,,,,0
1408,4,3675,2210000249,2024-04-15,付勇斌,14.0,495.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1409,4,3676,2210000368,2024-04-15,付勇斌,14.0,355.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1410,4,3677,2210000247,2024-04-15,付勇斌,14.0,390.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1411,4,3678,2210000369,2024-04-15,付勇斌,14.0,490.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1412,4,3679,2210000248,2024-04-15,付勇斌,14.0,510.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1413,4,3680,2210000366,2024-04-15,付勇斌,14.0,360.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1414,4,3681,2210000245,2024-04-15,付勇斌,14.0,360.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1415,4,3682,2210000367,2024-04-15,付勇斌,14.0,365.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1416,4,3683,2210000246,2024-04-15,付勇斌,14.0,380.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1417,4,3684,2210000400,2024-04-15,付勇斌,14.0,325.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1418,4,3685,2210000243,2024-04-15,付勇斌,14.0,500.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1419,4,3686,2210000364,2024-04-15,付勇斌,14.0,430.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1420,4,3687,2210000244,2024-04-15,付勇斌,14.0,470.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1421,4,3688,2210000365,2024-04-15,付勇斌,14.0,510.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1422,4,3689,2210000384,2024-04-15,付勇斌,14.0,360.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1423,4,3690,2210000263,2024-04-15,付勇斌,14.0,365.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1424,4,3691,2210000185,2024-04-15,付勇斌,14.0,490.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1425,4,3692,2210000184,2024-04-15,付勇斌,14.0,350.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1426,4,3693,2210000261,2024-04-15,付勇斌,14.0,340.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1427,4,3694,2210000382,2024-04-15,付勇斌,14.0,390.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1428,4,3695,2210000383,2024-04-15,付勇斌,14.0,305.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1429,4,3696,2210000262,2024-04-15,付勇斌,14.0,310.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1430,4,3697,2210000380,2024-04-15,付勇斌,14.0,370.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1431,4,3698,2210000381,2024-04-15,付勇斌,14.0,360.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1432,4,3699,2210000260,2024-04-15,付勇斌,14.0,510.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1433,4,3700,2210000258,2024-04-15,付勇斌,14.0,550.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1434,4,3701,2210000259,2024-04-15,付勇斌,14.0,500.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1435,4,3702,2210000377,2024-04-15,付勇斌,14.0,330.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1436,4,3703,2210000256,2024-04-15,付勇斌,14.0,490.0,17,付勇斌,6,2024-04-15 11:44:02,,,2024-04-25 10:26:31,0
1437,4,3598,2210000320,2024-04-21,付勇斌,12.0,395.0,17,付勇斌,6,2024-04-21 11:44:04,,,,0
1438,4,3599,2210000288,2024-04-21,付勇斌,12.0,525.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1439,4,3600,2210000187,2024-04-21,付勇斌,12.0,310.0,17,付勇斌,6,2024-04-21 11:44:04,,,2025-02-25 16:43:06,0
1440,4,3601,2210000340,2024-04-21,付勇斌,12.0,300.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1441,4,3602,2210000341,2024-04-21,付勇斌,12.0,335.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1442,4,3603,2210000220,2024-04-21,付勇斌,12.0,340.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1443,4,3604,2210000339,2024-04-21,付勇斌,12.0,300.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1444,4,3605,2210000219,2024-04-21,付勇斌,12.0,490.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1445,4,3606,2210000216,2024-04-21,付勇斌,12.0,350.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1446,4,3607,2210000337,2024-04-21,付勇斌,12.0,325.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1447,4,3608,e2806894200050243a30315d,2024-04-21,付勇斌,12.0,432.0,17,付勇斌,6,2024-04-21 11:44:04,,,,0
1448,4,3609,2210000338,2024-04-21,付勇斌,12.0,340.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1449,4,3610,2210000217,2024-04-21,付勇斌,12.0,440.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-07-05 16:59:02,0
1450,4,3611,2210000335,2024-04-21,付勇斌,12.0,235.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1451,4,3612,2210000214,2024-04-21,付勇斌,12.0,390.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1452,4,3613,2210000215,2024-04-21,付勇斌,12.0,410.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1453,4,3614,2210000336,2024-04-21,付勇斌,12.0,240.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1454,4,3615,2210000333,2024-04-21,付勇斌,12.0,305.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1455,4,3616,e280689420004022a1515523,2024-04-21,付勇斌,12.0,412.0,17,付勇斌,6,2024-04-21 11:44:04,,,,0
1456,4,3617,2210000334,2024-04-21,付勇斌,12.0,370.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1457,4,3618,2210000213,2024-04-21,付勇斌,12.0,389.0,17,付勇斌,6,2024-04-21 11:44:04,,,,0
1458,4,3619,2210000210,2024-04-21,付勇斌,12.0,335.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1459,4,3620,2210000298,2024-04-21,付勇斌,12.0,320.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1460,4,3621,2210000331,2024-04-21,付勇斌,12.0,325.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1461,4,3622,2210000211,2024-04-21,付勇斌,12.0,350.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1462,4,3623,2210000332,2024-04-21,付勇斌,12.0,315.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1463,4,3624,2210000351,2024-04-21,付勇斌,12.0,335.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1464,4,3625,2210000230,2024-04-21,付勇斌,12.0,490.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1465,4,3626,2210000231,2024-04-21,付勇斌,12.0,390.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1466,4,3627,2210000352,2024-04-21,付勇斌,12.0,500.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1467,4,3628,2210000350,2024-04-21,付勇斌,12.0,330.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1468,4,3629,2210000229,2024-04-21,付勇斌,12.0,420.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1469,4,3630,2210000348,2024-04-21,付勇斌,12.0,275.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1470,4,3631,2210000227,2024-04-21,付勇斌,12.0,441.0,17,付勇斌,6,2024-04-21 11:44:04,,,,0
1471,4,3632,2210000349,2024-04-21,付勇斌,12.0,395.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1472,4,3633,2210000228,2024-04-21,付勇斌,12.0,500.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1473,4,3634,2210000225,2024-04-21,付勇斌,12.0,460.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1474,4,3635,2210000346,2024-04-21,付勇斌,12.0,375.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1475,4,3636,2210000226,2024-04-21,付勇斌,12.0,450.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1476,4,3637,2210000347,2024-04-21,付勇斌,12.0,280.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1477,4,3638,2210000344,2024-04-21,付勇斌,12.0,325.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1478,4,3639,2210000223,2024-04-21,付勇斌,12.0,225.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1479,4,3640,2210000224,2024-04-21,付勇斌,12.0,460.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1480,4,3641,2210000345,2024-04-21,付勇斌,12.0,255.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1481,4,3642,2210000342,2024-04-21,付勇斌,12.0,345.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1482,4,3643,2210000221,2024-04-21,付勇斌,12.0,275.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1483,4,3644,2210000222,2024-04-21,付勇斌,12.0,500.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1484,4,3645,2210000343,2024-04-21,付勇斌,12.0,325.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1485,4,3646,2210000362,2024-04-21,付勇斌,12.0,360.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1486,4,3647,2210000241,2024-04-21,付勇斌,12.0,550.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1487,4,3648,2210000242,2024-04-21,付勇斌,12.0,490.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1488,4,3649,2210000363,2024-04-21,付勇斌,12.0,360.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1489,4,3650,2210000360,2024-04-21,付勇斌,12.0,330.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1490,4,3651,2210000361,2024-04-21,付勇斌,12.0,340.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1491,4,3652,2210000240,2024-04-21,付勇斌,12.0,520.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1492,4,3653,2210000359,2024-04-21,付勇斌,12.0,315.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1493,4,3654,2210000238,2024-04-21,付勇斌,12.0,490.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1494,4,3655,2210000239,2024-04-21,付勇斌,12.0,500.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1495,4,3656,2210000236,2024-04-21,付勇斌,12.0,550.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1496,4,3657,2210000357,2024-04-21,付勇斌,12.0,425.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1497,4,3658,2210000358,2024-04-21,付勇斌,12.0,230.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1498,4,3659,2210000237,2024-04-21,付勇斌,12.0,465.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1499,4,3660,2210000355,2024-04-21,付勇斌,12.0,440.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1500,4,3661,2210000234,2024-04-21,付勇斌,12.0,360.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1501,4,3662,2210000183,2024-04-21,付勇斌,12.0,325.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1502,4,3663,2210000235,2024-04-21,付勇斌,12.0,350.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1503,4,3664,2210000353,2024-04-21,付勇斌,12.0,435.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1504,4,3665,2210000232,2024-04-21,付勇斌,12.0,540.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1505,4,3666,2210000354,2024-04-21,付勇斌,12.0,370.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1506,4,3704,2210000257,2024-04-21,付勇斌,14.0,500.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1507,4,3705,2210000375,2024-04-21,付勇斌,14.0,400.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1508,4,3706,2210000254,2024-04-21,付勇斌,14.0,450.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1509,4,3707,2210000376,2024-04-21,付勇斌,14.0,475.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1510,4,3708,2210000395,2024-04-21,付勇斌,14.0,525.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1511,4,3709,2210000274,2024-04-21,付勇斌,14.0,370.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1512,4,3710,2210000396,2024-04-21,付勇斌,14.0,455.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1513,4,3711,2210000275,2024-04-21,付勇斌,14.0,470.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1514,4,3712,2210000272,2024-04-21,付勇斌,14.0,490.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1515,4,3713,2210000393,2024-04-21,付勇斌,14.0,500.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1516,4,3714,2210000273,2024-04-21,付勇斌,14.0,390.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1517,4,3715,2210000394,2024-04-21,付勇斌,14.0,500.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1518,4,3716,2210000270,2024-04-21,付勇斌,14.0,495.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1519,4,3717,2210000391,2024-04-21,付勇斌,14.0,500.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1520,4,3718,2210000271,2024-04-21,付勇斌,14.0,400.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1521,4,3719,2210000392,2024-04-21,付勇斌,14.0,440.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1522,4,3720,2210000390,2024-04-21,付勇斌,14.0,360.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1523,4,3721,2210000308,2024-04-21,付勇斌,14.0,300.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1524,4,3722,2210000309,2024-04-21,付勇斌,14.0,325.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1525,4,3723,2210000306,2024-04-21,付勇斌,14.0,280.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1526,4,3724,2210000307,2024-04-21,付勇斌,14.0,310.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1527,4,3725,2210000304,2024-04-21,付勇斌,14.0,490.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1528,4,3726,2210000305,2024-04-21,付勇斌,14.0,390.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1529,4,3727,2210000269,2024-04-21,付勇斌,14.0,510.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1530,4,3728,2210000303,2024-04-21,付勇斌,14.0,305.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1531,4,3729,2210000388,2024-04-21,付勇斌,14.0,524.0,17,付勇斌,6,2024-04-21 11:44:04,,,,0
1532,4,3730,2210000300,2024-04-21,付勇斌,14.0,390.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1533,4,3731,2210000267,2024-04-21,付勇斌,14.0,550.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1534,4,3732,2210000389,2024-04-21,付勇斌,14.0,350.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1535,4,3733,2210000268,2024-04-21,付勇斌,14.0,435.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1536,4,3734,2210000301,2024-04-21,付勇斌,14.0,340.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1537,4,3735,2210000386,2024-04-21,付勇斌,14.0,325.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1538,4,3736,2210000265,2024-04-21,付勇斌,14.0,350.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1539,4,3737,2210000387,2024-04-21,付勇斌,14.0,500.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1540,4,3738,e280689420005022a150e120,2024-04-21,付勇斌,14.0,546.0,17,付勇斌,6,2024-04-21 11:44:04,,,,0
1541,4,3739,2210000266,2024-04-21,付勇斌,14.0,400.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1542,4,3740,2210000176,2024-04-21,付勇斌,14.0,360.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1543,4,3742,2210000177,2024-04-21,付勇斌,14.0,300.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1544,4,3743,2210000178,2024-04-21,付勇斌,14.0,360.0,17,付勇斌,6,2024-04-21 11:44:04,,,2024-04-25 10:26:31,0
1545,4,3502,202310051281,2024-04-20,付勇斌,17.0,748.0,15,付勇斌,6,2024-04-20 00:00:00,,,,0
1546,4,3503,202310051282,2024-04-20,付勇斌,17.0,755.0,15,付勇斌,6,2024-04-20 00:00:00,,,,0
1547,4,3504,202310051283,2024-04-20,付勇斌,17.0,732.0,15,付勇斌,6,2024-04-20 00:00:00,,,,0
1548,4,3505,202310051284,2024-04-20,付勇斌,17.0,726.0,15,付勇斌,6,2024-04-20 00:00:00,,,,0
1549,4,3506,202310051285,2024-04-20,付勇斌,17.0,711.0,15,付勇斌,6,2024-04-20 00:00:00,,,,0
1550,4,3507,202310051286,2024-04-20,付勇斌,17.0,753.0,15,付勇斌,6,2024-04-20 00:00:00,,,,0
